prop_name,area1,lat,lng
Olivara Residences 3, Olivara Residences,25.03013611,55.23826218
Gardenia 1, Emirates Gardens 1,25.05367279,55.21306229
Pantheon Boulevard, Jumeirah Village Circle,25.05067635,55.21375275
Zahra Breeze Apartments 3A, Zahra Breeze Apartments,25.00575256,55.29531097
MAG City Meydan, District 7,25.1432476,55.28606796
Marina Quays West, Marina Quays,25.07618713,55.13659286
Al Waseem Residences, Jumeirah Village Circle,25.06036568,55.21014786
Emirates Sports Hotel Apartments, Dubai Sports City,25.03772163,55.22613907
Al Jadaf Building, Al Jaddaf,25.21926308,55.33004761
Rukan 2, Rukan,25.04411125,55.28537369
Legacy by Sunrise, Arjan,25.06763268,55.23732376
Uniestate Millennium Tower, Dubai Silicon Oasis,25.12170219,55.37336349
Anwa Aria, Maritime City,25.26943779,55.2702713
The One Tower, Barsha Heights (Tecom),25.10129929,55.17388153
Sofitel Hotel, Downtown Dubai,25.20016479,55.26871872
Oxford 212, Jumeirah Village Circle,25.06737709,55.20661926
Al Jaddaf, Dubai,25.22033691,55.32601929
Modelux Tower 1, Al Warsan 4,25.14784813,55.39246368
Aykon City Tower D, Aykon City,25.18112946,55.25245667
Five Luxe JBR, Jumeirah Beach Residence,25.08108139,55.13666534
Hyatt Regency Dubai, Deira,25.27877426,55.30428696
Executive Tower J, Executive Towers,25.19013786,55.26493835
Olivara Residences 1, Olivara Residences,25.03017426,55.23819351
Golf Terrace B, NAIA Golf Terrace at Akoya,25.0193615,55.25276184
Delta Hotels By Marriott Jumeirah Beach, Jumeirah Beach Residence,25.07781982,55.13610458
DAMAC Maison Privé, Business Bay,25.18380547,55.26761246
MAG 560, MAG 5,24.94602966,55.20645523
Prime Residency 3, Al Furjan,25.01872826,55.14322662
DIFC, Dubai,25.20874596,55.27700806
Park Place Tower, Sheikh Zayed Road,25.22454453,55.28318024
AZIZI Riviera, Meydan One,25.15899086,55.29402924
Marasi Riverside, Business Bay,25.18348312,55.27946091
Staybridge Suites, Dubai Media City,25.10157776,55.17088699
Manchester Tower, Dubai Marina,25.06791878,55.13212967
Binghatti Sapphires, Dubai Silicon Oasis,25.11631584,55.37271118
Grand Stay Hotel, Sheikh Zayed Road,25.20954323,55.27496719
Safeer Tower, Dubai Marina,25.07861519,55.14169312
Massar Building, Jumeirah Village Circle,25.05550575,55.19836426
Al Sofouh Suites, Al Sufouh 1,25.10966873,55.17733765
MAG City Apartments, District 7,25.1432972,55.28616714
Port Saeed, Deira,25.25305557,55.32916641
JAM Marina Residence, Dubai Marina,25.08053017,55.14057159
Regent House 2, Regent House,25.04545403,55.24831772
Murjan 1, Murjan,25.0812645,55.13980103
Yacht Bay, Dubai Marina,25.07135582,55.13687897
La Vista Residence 6, La Vista Residence,25.11757088,55.39446259
Knightsbridge Court, Jumeirah Village Circle,25.04845428,55.20780182
Olivara Residences 4, Olivara Residences,25.03013611,55.23826218
Dubai Marina, Dubai,25.07836723,55.14041138
Emirates Cluster, International City,25.16176414,55.42245483
Dragon Views, International City,25.17187691,55.41251373
KOA Canvas, Mohammad Bin Rashid Gardens,25.10698509,55.27545547
Spanish Andalusian, Canal Residence,25.03625679,55.22289658
Pantheon Elysee III, Jumeirah Village Circle,25.05562973,55.19694138
Le Grand Chateau A, Le Grand Chateau,25.06417274,55.2076149
Aykon City Tower A, Aykon City,25.18016815,55.25023651
Safeer Residence 2, Dubai Residence Complex,25.08743858,55.38333511
Roda Beach Resort Villas, Jumeirah 3,25.1832943,55.22457886
Club Vista Mare, Palm Jumeirah,25.11484337,55.14224625
P15, France Cluster,25.16009712,55.40496826
Sama Building, Al Barsha 1,25.1105442,55.20305252
Siena 2, Tuscan Residences,25.06272316,55.20832443
Al Thamam 30, Al Thamam,25.00610161,55.2497406
Scala Tower, Business Bay,25.18531036,55.28577805
Battersea Residence, Al Jaddaf,25.22004318,55.32893753
Laguna Tower, JLT Cluster A,25.06583786,55.13818741
District 15, Jumeirah Village Circle,25.05854225,55.20052719
Suha Creek Hotel Apartments, Culture Village,25.22897148,55.33633423
The Edge, Dubai Investment Park (DIP),24.99707222,55.17676163
City Compass Living, Dubai Investment Park (DIP),25.00625038,55.15569305
Marina Hotel Apartments, Dubai Marina Walk,25.0817585,55.14556885
Noor Apartment 1, Jumeirah Village Triangle,25.04686165,55.18983841
X23, England Cluster,25.17321396,55.40629578
Al Badia Hillside Village, Dubai Festival City,25.22102737,55.36180878
Grand Millennium Hotel, Barsha Heights (Tecom),25.10125732,55.17773819
West Heights 1, Business Bay,25.18886566,55.26407623
Barsha Heights (Tecom), Dubai,25.10086441,55.17657089
Barsha Heights (Tecom), Dubai,25.10090065,55.17662811
Executive Bay, Business Bay,25.17854309,55.26660538
Serenity Lakes, Jumeirah Village Circle,25.04921532,55.21493149
MAG 555, MAG 5,24.94159317,55.21178055
Satwa Road, Al Satwa,25.22280312,55.27071381
Jaddaf Views, Al Jaddaf,25.22096825,55.32257843
Hayat Boulevard-1B, Hayat Boulevard,25.00458908,55.29588318
Q06, France Cluster,25.15874672,55.40250015
Sondos DLR 1, Dubai Land,25.09573746,55.3793869
Al Amir Building, Arjan,25.06663322,55.23832703
District 12, Jumeirah Village Circle,25.05536461,55.2143364
Miracle Residence, Arjan,25.06341934,55.24754715
Azizi Riviera 63, Meydan,25.17411804,55.31407547
Oxford Residence 2, Jumeirah Village Circle,25.06622314,55.20791245
Celestia, Dubai South (Dubai World Central),24.94787216,55.20325089
Azizi Shaista Residences, Al Furjan,25.03034019,55.14001846
District 7, Mohammed Bin Rashid City,25.16822052,55.27693176
Spain Cluster, International City,25.16445541,55.40240097
J07, Morocco Cluster,25.16048622,55.42005539
Q08, France Cluster,25.16098213,55.4011879
Dilan Tower, Culture Village,25.22494698,55.33856964
Skycourts Tower A, Skycourts Towers,25.09234619,55.38568878
Building 108 to Building 137, Contemporary Cluster,25.03994179,55.14338684
Emirates Gardens 1, Jumeirah Village Circle,25.05302811,55.21390152
MOG 226, Mogul Cluster,25.03070831,55.15431976
Living Garden 2, Jumeirah Village Circle,25.0497303,55.20088196
Sooma Residence, Majan,25.09269714,55.31346512
SAAS Tower, Business Bay,25.18854332,55.27023697
GMM Tower 1, Jumeirah Village Circle,25.05366707,55.21190262
Tuscan Residences, Jumeirah Village Circle,25.06303978,55.20843124
Al Dhafra 3, Al Dhafra,25.09200287,55.17256546
The Pulse Residence Plaza, The Pulse,24.93935966,55.22196198
Al Manara Building, Dubai Investment Park (DIP),24.99917984,55.15519333
Expo Village Residences, Expo City,24.9635067,55.14318848
Viridis Residence and Hotel Apartments, Damac Hills 2,24.99138641,55.3800621
IC1-EMR-02, Emirates Cluster,25.16254997,55.42102814
Canal Residence, Dubai Sports City,25.03732109,55.22212982
A A Tower, Sheikh Zayed Road,25.21008301,55.27336121
Al Nawras Hotel Apartments, Al Nahda 1,25.29140472,55.36816788
Al Awar Building, Port Saeed,25.25428772,55.33522797
K04, Greece Cluster,25.15631676,55.41055679
Al Mamzar, Deira,25.30582237,55.34476852
Y24, England Cluster,25.17477989,55.40166092
S04, Spain Cluster,25.16391563,55.40171051
The Pulse Residence Park, The Pulse,24.94366074,55.22264099
The Views, Dubai,25.09106064,55.17033768
Al Sabkha, Deira,25.27118301,55.29983521
Ascott Park Place, Sheikh Zayed Road,25.22397041,55.28252792
Park Towers, DIFC,25.20964813,55.27900696
Orchid B, Orchid,25.01328087,55.25394058
Culture Village, Dubai,25.2266674,55.3386116
Z02, England Cluster,25.17445946,55.40496063
Starz by Danube, Al Furjan,25.02631187,55.15627289
29 Burj Boulevard, Downtown Dubai,25.191782,55.27296448
The Drive, DAMAC Hills,25.02486038,55.2434845
Med 80, Mediterranean Cluster,25.04670906,55.13783646
Umm Hurair 2, Umm Hurair,25.2378273,55.32264328
The Boulevard, Dubai Waterfront,24.97204971,54.99951172
Al Quoz 3, Al Quoz,25.15879822,55.23973083
Al Muteena Building, Al Muteena,25.27069092,55.32342529
Al Barsha South, Al Barsha,25.07642937,55.23144531
Lincoln Park Northside, Lincoln Park,25.06336594,55.24134064
Ritz Residences, Al Warsan 4,25.14591599,55.40150833
Madinat Hind, Mulberry,25.01006317,55.36059952
F07, China Cluster,25.16385078,55.41508484
Avani Palm View Hotel & Suites, Dubai Media City,25.09845924,55.15684891
Dubai Investment Park (DIP), Dubai,24.97791481,55.17561722
S18, Spain Cluster,25.16312408,55.40316772
Jumeirah Beach Residence, Dubai,25.077631,55.13617325
Al Hamriya, Bur Dubai,25.25889969,55.30234146
Al Hudaiba, Al Satwa,25.24003983,55.27830887
Binghatti Crystals, Dubai Silicon Oasis,25.10734558,55.37844467
Ariyana Tower, Dubai Marina,25.08274841,55.14818192
Contemporary Cluster, Discovery Gardens,25.03872681,55.14578629
Hor Al Anz East, Hor Al Anz,25.28357315,55.35080719
The Crescent, Dubai Production City (IMPZ),25.03312683,55.20211411
Noora Residence, Jumeirah Village Circle,25.05974579,55.20531845
Q05, France Cluster,25.15896988,55.40190887
Al Karama, Dubai,25.24882317,55.30589676
O01, Persia Cluster,25.16076088,55.40908813
Tasmeer Residence, Jumeirah Village Circle,25.06067848,55.20413589
Courtyard Apartments, Uptown Mirdif,25.2240963,55.42569733
Binghatti Apartments, Dubai Silicon Oasis,25.12543678,55.40291977
Al Warqa'a 1, Al Warqa'a,25.18745995,55.40563583
Cordoba Palace, Dubai Silicon Oasis,25.1080513,55.37804794
Ritaj Tower, Dubai Investment Park (DIP),24.98887825,55.20163727
Sheikh Zayed Road, Dubai,25.19356346,55.26208878
District 13, Jumeirah Village Circle,25.04859161,55.21307755
Al Zarooni Building, Dubai Marina,25.06988525,55.13319397
Business Bay, Dubai,25.18537712,55.28998184
Business Bay, Dubai,25.18438339,55.27534866
Al Qusais 1, Al Qusais Residential Area,25.27698135,55.37242889
S09, Spain Cluster,25.16351128,55.40259171
S23, Spain Cluster,25.16518974,55.40037918
Sparkle Towers, Dubai Marina,25.07170868,55.13181305
Frankfurt Sports Tower, Dubai Sports City,25.03833199,55.20485687
N S Building, Al Jaddaf,25.21102905,55.31792068
Al Warsan 1, Al Warsan,25.17676163,55.40158463
15 Northside, Business Bay,25.18659782,55.28644943
Executive Tower A, Executive Towers,25.19225311,55.26745224
Pyramisa Hotel Apartments, Dubai Land,25.08559036,55.38528061
University View, Dubai Silicon Oasis,25.1264801,55.40515137
Orion Building, Arjan,25.05822945,55.23360825
Al Murar, Deira,25.2764473,55.3074379
District 11, Jumeirah Village Circle,25.06466293,55.2141037
Seven Palm, Palm Jumeirah,25.11190224,55.13810349
Al Nahda 2, Al Nahda,25.28880882,55.37796402
Lakeside Residence, Dubai Production City (IMPZ),25.0351181,55.20121384
Oval Tower, Business Bay,25.17741776,55.27467346
Union Square Building, Al Rigga,25.26863861,55.31370163
MAG 214, JLT Cluster R,25.07718086,55.14756012
S01, Spain Cluster,25.16508865,55.39978409
Lynx Residence, Dubai Silicon Oasis,25.11094856,55.37709045
Lake Almas East, Jumeirah Lake Towers,25.07041168,55.14197922
Barsha Heights (Tecom), Dubai,25.09762764,55.17539978
Dubai Healthcare City, Dubai,25.23203087,55.32403564
Yes Business Centre, Al Barsha 1,25.11149216,55.2060318
Al Thamam 16, Al Thamam,25.00505257,55.24918365
Safeer Towers, Business Bay,25.17720413,55.27105331
Prime Business Centre, Jumeirah Village Circle,25.04925728,55.21485901
AZIZI Riviera 3, Meydan One,25.1731205,55.30097961
Mulberry 2, Emirates Gardens 2,25.05077171,55.20581436
G02, Morocco Cluster,25.1638279,55.41875458
Gardenia 2, Emirates Gardens 1,25.05412865,55.21250153
Flamingo Building, Jumeirah Village Circle,25.06169319,55.20005035
Al Nayli Building, Dubai Silicon Oasis,25.11306763,55.38684845
Bloom Towers, Jumeirah Village Circle,25.06679153,55.20368576
Greece Cluster, International City,25.15626717,55.40858078
Easy 19, Al Warsan 4,25.14879036,55.39393616
Al Thayyal, Greens,25.09101105,55.17308044
DoubleTree by Hilton Hotel, Al Barsha 1,25.1145668,55.20088577
Oasis High Park, Dubai Silicon Oasis,25.11437607,55.38721848
Dubai Land, Dubai,25.06331253,55.32144165
Souk Deira Street, Al Ras,25.26941109,55.29938126
Ritaj D, Ritaj (Residential Complex),24.98777771,55.20141602
wasl port views, Al Mina,25.24644279,55.27634048
Midtown, Dubai Production City (IMPZ),25.03485107,55.18209457
Al Twar, Dubai,25.25552559,55.38903046
BAB ALQarya Tower, Jumeirah Village Circle,25.06800652,55.21546555
Al Hudaiba Mall, Al Hudaiba,25.24339676,55.27709961
England Cluster, International City,25.1733017,55.40231323
Dubai Festival City, Dubai,25.22138977,55.35027695
Raelene Building, Al Murar,25.2765007,55.30563354
Jumeirah Lake Towers, Dubai,25.06654358,55.13948822
Palace Towers, Dubai Silicon Oasis,25.11620331,55.39045334
Dubai Studio City, Dubai,25.04232216,55.25147247
Bur Dubai, Dubai,25.25052261,55.29801559
Al Mussalla, Al Souk Al Kabeer,25.25835419,55.2984314
Al Souk Al Kabeer, Bur Dubai,25.26164818,55.29367447
Azizi Riviera Reve, Meydan One,25.17453384,55.31296539
Jamal Al Ghurair Building, Mankhool,25.25014496,55.2938118
Al Aweer 1, Al Aweer,25.20659447,55.56412506
Binghatti Horizons, Dubai Silicon Oasis,25.12074089,55.3727684
Dubai Sports City, Dubai,25.03954315,55.21827316
Hor Al Anz, Deira,25.27699852,55.3337059
MAG 5, Dubai South (Dubai World Central),24.95035362,55.22855377
Aayah Residences, Jumeirah Village Circle,25.0553093,55.22073746
Mag 5 Boulevard, Dubai South (Dubai World Central),24.94861221,55.23030853
TS Building, Al Murar,25.27717018,55.30984497
Summer 2, Seasons Community,25.06000519,55.20230865
Dubai South (Dubai World Central), Dubai,24.88975716,55.14538193
Spinnaker Residence, Al Jaddaf,25.2220993,55.33439636
Jumeirah Village Triangle, Dubai,25.04686165,55.18983841
City Tower 1, City Towers,25.21909332,55.2792244
M A O Building, Al Warqa'a 1,25.19436264,55.40358734
The Lofts West, The Lofts,25.19659233,55.26963043
Address Fountain Views Hotel, The Address Residence Fountain Views,25.19482422,55.2828598
Al Thayyal 4, Al Thayyal,25.09043884,55.17303848
Acacia A, Park Heights,25.10720634,55.24475098
Al Samar 4, Al Samar,25.09243011,55.17297363
Harbour Views 2, Dubai Creek Harbour (The Lagoons),25.20384407,55.34419632
Creek Rise Tower 1, Creek Rise,25.20862579,55.34596634
Hyati Residences, Jumeirah Village Circle,25.06010628,55.20939255
Zada Tower, Business Bay,25.1844883,55.2616539
Panorama at the Views Tower 3, Panorama at the Views,25.08733749,55.17321777
Al Andalus Tower F, Al Andalus,25.02949333,55.20652771
Burj Views B, Burj Views,25.19026566,55.28154755
Marina Gate 2, Marina Gate,25.08637619,55.14736176
Marina Pinnacle, Dubai Marina,25.08860588,55.14820862
Apartment Building 9, Bluewaters Residences,25.07953644,55.12154007
Binghatti Nova, Jumeirah Village Circle,25.05213928,55.21927643
Elite Residence, Dubai Marina,25.08939362,55.14779663
Canal Front Residence 2, Canal Front Residences,25.18580818,55.24777603
Zanzebeel 2, Zanzebeel,25.18903923,55.27426147
Marina Residence B, Marina Residence,25.07231522,55.13746262
Residences 14, District One,25.15685844,55.28268433
Jumeirah Gate Tower 2, The Address Jumeirah Resort and Spa,25.07252884,55.12737274
The Residences at District One, Mohammed Bin Rashid City,25.17146111,55.2757988
Beach Isle, EMAAR Beachfront,25.10055351,55.14170074
Asayel, Madinat Jumeirah Living,25.13235092,55.19043732
Centrium Tower 2, Centrium Towers,25.03986359,55.19331741
Address Harbour Point Tower 2, Address Harbour Point,25.20813942,55.34289932
District One Phase III, District One,25.16966248,55.27855301
MAG 218, Dubai Marina,25.08792686,55.14922333
Park Ridge Tower C, Park Ridge,25.1123848,55.24824524
Park Heights 1, Park Heights,25.11569595,55.24916077
Executive Residences 1, Executive Residences,25.11159706,55.24671555
Collective 2.0 Tower B, Collective 2.0,25.11510468,55.24766922
Mulberry 2, Park Heights,25.10929108,55.17873383
BLVD Crescent Podium, BLVD Crescent,25.19157982,55.27035522
Binghatti Gate, Jumeirah Village Circle,25.06241417,55.19932175
Abu Keibal, Shoreline Apartments,25.10798073,55.14752197
La Rive - Building 2, La Mer,25.2388649,55.25478363
Standpoint Tower 1, Standpoint Towers,25.19639778,55.27100372
Golfville, Dubai Hills Estate,25.12156487,55.25912094
Sevanam Crown, Dubai Silicon Oasis,25.1213665,55.37392426
Aurora Tower, Marina Promenade,25.0744381,55.1333847
Olivz Residence, International City,25.16810226,55.39624405
La Rive, La Mer,25.24027061,55.25112152
Golf Horizon Tower A, Golf Horizon,25.01571274,55.25370789
Al Ghozlan 2, Al Ghozlan,25.09244347,55.17417526
BLVD Heights Tower 2, BLVD Heights,25.19546127,55.26946259
Collective Tower 1, Collective,25.09948349,55.24435425
Sunrise Bay, EMAAR Beachfront,25.0997448,55.1414566
The Address Residence Fountain Views 2, The Address Residence Fountain Views,25.19476128,55.28234482
Sobha Hartland Waves, Sobha Hartland,25.17559052,55.30958557
Etlala Residence, Dubai Residence Complex,25.09521866,55.37290192
MAG 535, Mag 5 Boulevard,24.95046616,55.23104858
Al Dhafra 1, Al Dhafra,25.09205055,55.17141342
Golfville, Dubai Hills Estate,25.12090492,55.25917816
Address Harbour Point Tower 1, Address Harbour Point,25.20789909,55.34326172
Creek Edge Tower 2, Creek Edge,25.20964432,55.3449707
Rahaal 1, Madinat Jumeirah Living,25.13552856,55.18908691
Downtown Views II Tower 2, Downtown Views II,25.20239639,55.28009415
Rahaal 2, Madinat Jumeirah Living,25.13501167,55.18976974
Marina Vista, EMAAR Beachfront,25.09670067,55.1392746
Marina Sail, Dubai Marina,25.07171822,55.13514328
Binghatti Emerald, Jumeirah Village Circle,25.06137276,55.20150757
Building 16, City Walk,25.20178986,55.26173401
Harbour Views 1, Dubai Creek Harbour (The Lagoons),25.20413589,55.34434509
Residences 2, District One,25.15685844,55.28268433
One Za'abeel, Zabeel 1,25.22741508,55.29142761
The Imperial Residence A, The Imperial Residence,25.04776573,55.19495773
The Dania District 4, Midtown,25.02469826,55.18313599
Bulgari Resort & Residences, Jumeirah Bay Island,25.21519279,55.2358284
Burj Royale, Downtown Dubai,25.19164276,55.28019333
Binghatti Views, Dubai Silicon Oasis,25.12303925,55.37627411
Diamond, Tiara Residences,25.11594009,55.14073563
The Signature, Burj Khalifa Area,25.19497108,55.28382492
Regent Court, Jumeirah Village Circle,25.05335999,55.20628357
The Polo Residence, Meydan Avenue,25.14518166,55.28801727
Binghatti Rose, Jumeirah Village Circle,25.05760956,55.1991806
Axis Residence 8, Axis Residence,25.12068939,55.39566422
Mayfair Tower, Business Bay,25.18162155,55.2781601
Bluebell Residence, Jumeirah Village Circle,25.06786156,55.21014786
Grande Signature Residences, Downtown Dubai,25.19507408,55.27176285
Executive Residences 2, Executive Residences,25.11205101,55.24798203
Binghatti Heights, Jumeirah Village Circle,25.0647583,55.20195007
Lamtara 2, Madinat Jumeirah Living,25.13684273,55.18846893
Summer, Creek Beach,25.20229912,55.34654617
Binghatti Crescent, Jumeirah Village Circle,25.06380272,55.21757507
Park Heights 2, Park Heights,25.1157608,55.24875641
The Dania District 1, Midtown,25.02440071,55.18330765
Noor 4, Midtown Noor,25.02486992,55.18222427
Creek Gate Tower 1, Creek Gate,25.20640564,55.3471756
The Bay, Business Bay,25.19091988,55.29094696
Marina Tower, Dubai Marina,25.08377075,55.14507675
Marina Quays East, Marina Quays,25.07657623,55.13684082
Building 9, City Walk,25.20521736,55.26268768
Standpoint Tower 2, Standpoint Towers,25.19701958,55.2710228
South Ridge 6, South Ridge,25.18762207,55.27894592
Golf Tower 2, Golf Towers,25.091259,55.1686554
Hayat Boulevard-2B, Hayat Boulevard,25.00476837,55.29628372
The Residences 5, The Residences,25.19225883,55.27405548
Marina Wharf 1, Marina Wharf,25.0727272,55.13262558
Creekside 18 A, Creekside 18,25.20722771,55.34474182
The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera,25.19765663,55.27120972
Golf Vita A, Golf Vita,25.02302933,55.24272537
Oakwood Residency, Dubai Production City (IMPZ),25.03996086,55.19268417
Burj Vista 2, Burj Vista,25.19831657,55.27075958
Topaz Residences, Dubai Silicon Oasis,25.12779427,55.40251923
La Voile, La Mer,25.23795509,55.25521088
Ocean Heights, Dubai Marina,25.09041786,55.14873886
The Address Residences Dubai Opera Tower 2, The Address Residences Dubai Opera,25.19744492,55.27116776
Al Majara 2, Al Majara,25.07315063,55.13698196
The Grand, Dubai Creek Harbour (The Lagoons),25.20851135,55.34282303
Bayshore, Creek Beach,25.20122719,55.34910965
Collective 2.0 Tower A, Collective 2.0,25.11450386,55.24782944
Port de La Mer, La Mer,25.24041939,55.25276947
Building 17, City Walk,25.20205879,55.26314163
Axis Residence 6, Axis Residence,25.12159538,55.39680099
Asayel 2, Madinat Jumeirah Living,25.13191986,55.19055557
Madina Tower, JLT Cluster O,25.07452011,55.14382553
The Atlantic, Dubai Marina,25.07849121,55.14029694
Prime Gardens, Arjan,25.06052208,55.2397728
Sobha Creek Vistas Tower B, Sobha Hartland,25.17973328,55.30497742
Green Lakes Towers, JLT Cluster S,25.07824707,55.14786911
Al Hamri, Shoreline Apartments,25.10666847,55.14927673
Residences 5, District One,25.16410065,55.29047775
Catch Residences By IGO, Jumeirah Village Circle,25.0557003,55.22046661
Downtown Views II Tower 1, Downtown Views II,25.20235825,55.28119659
Binghatti Mirage, Jumeirah Village Circle,25.06471634,55.20756912
Zanzebeel 1, Zanzebeel,25.18919563,55.27487946
Al Basri, Shoreline Apartments,25.10680962,55.15119934
Binghatti Avenue, Al Jaddaf,25.21239281,55.31626129
Binghatti Jasmine, Jumeirah Village Circle,25.05727386,55.19722366
Dana Tower, Jumeirah Village Circle,25.05632019,55.22060013
The Links East Tower, The Links,25.09095383,55.16954041
Continental Tower, Dubai Marina,25.08021545,55.13917923
Al Andalus Tower D, Al Andalus,25.02984238,55.20696259
The Waves Tower B, The Waves,25.07146263,55.13385391
Uptown Tower, Uptown Dubai,25.06067657,55.14164352
Residences 6, District One,25.15685844,55.28268433
1 Residences, Wasl1,25.23196602,55.29551315
Zazen Gardens, Al Furjan,25.04013062,55.13711548
Tulip Oasis 9, Majan,25.08809662,55.31092072
Collective Tower 2, Collective,25.09949303,55.2443428
Downtown Views II Tower 3, Downtown Views II,25.20199013,55.28115845
Golden Mile 7, Golden Mile,25.11034584,55.14253616
Orra Marina, Dubai Marina,25.07060432,55.1332283
Binghatti LUNA, Jumeirah Village Circle,25.05168343,55.21896744
Belgravia 1, Belgravia,25.04976273,55.20423126
Building 4A, City Walk,25.20467186,55.26375198
Summer, Seasons Community,25.05955505,55.20166016
Socio Tower 1, Socio Tower,25.11350632,55.24839401
Downtown Views, Zabeel 2,25.20092583,55.28091049
Marina Terrace, Dubai Marina,25.08441734,55.14487839
Park Gate Residence 4, Park Gate Residences,25.23429298,55.29395676
Residences 13, District One,25.15685844,55.28268433
Burj Al Salam, Sheikh Zayed Road,25.22949219,55.28659439
Building 15, City Walk,25.20218468,55.26203918
Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa,25.07251358,55.12628937
Tower B, DAMAC Towers by Paramount,25.18602371,55.29171753
Suburbia Tower 2, Suburbia,24.94806862,55.06930923
Al Nakheel 4, Al Nakheel,25.093256,55.17006683
Al Samar 1, Al Samar,25.09294891,55.17235947
Zazen One, Jumeirah Village Triangle,25.05951881,55.19523621
Bonaire Tower, Park Island,25.08200455,55.1424408
Al Samar 3, Al Samar,25.09288025,55.17361832
Shaista Azizi, Al Furjan,25.03045082,55.14591599
Norton Court 1, Norton Court,25.04670525,55.24864578
La Vista Residence 1, La Vista Residence,25.11848068,55.39235306
Socio Tower 2, Socio Tower,25.11312866,55.245224
5242 Tower 1,5242,25.08054161,55.14034271
Hilton Dubai Creek Hotel & Residences, Port Saeed,25.25178146,55.32439041
The 8, The Crescent,25.10696411,55.1113472
Act Towers, Opera District,25.19548225,55.27179718
Avenue Residence 2, Avenue Residence,25.0331459,55.14681244
Jash Falqa, Shoreline Apartments,25.10866547,55.14857864
Rimal 4, Rimal,25.07631874,55.13362885
Al Sahab 1, Al Sahab,25.07571411,55.13514328
Hub Canal 1, Hub-Golf Towers,25.04289055,55.21774673
Boulevard Central Tower 1, Boulevard Central Towers,25.19140434,55.27389526
Park Gate Residence 3, Park Gate Residences,25.23412514,55.29441071
Arno A, Arno,25.09173775,55.17075348
Reehan 1, Reehan,25.19027519,55.27837753
Tanzanite, Tiara Residences,25.11574745,55.14261627
Silicon Arch, Dubai Silicon Oasis,25.11016464,55.38371277
Cappadocia, Jumeirah Village Circle,25.05102158,55.21180344
Lavender 2, Emirates Gardens 1,25.05332565,55.21357727
Damac Heights, Dubai Marina,25.08725166,55.14557266
Al Dhafra 2, Al Dhafra,25.09253693,55.17193222
Al Arta 4, Al Arta,25.08942795,55.17413712
Apartment Building 6, Bluewaters Residences,25.0774231,55.12324142
Residences 12, District One,25.15685844,55.28268433
PG Upperhouse, Al Furjan,25.03144646,55.13891602
1 Residences - 2, Wasl1,25.23233223,55.29574203
Churchill Residency Tower, Churchill Towers,25.18131065,55.26250839
Creek Edge Tower 1, Creek Edge,25.20986366,55.34536362
Vida Residences Creek Beach, Creek Beach,25.20386887,55.34633636
Harrington House, Jumeirah Village Circle,25.0511837,55.20114136
Al Khushkar, Shoreline Apartments,25.10599709,55.15014267
The Residences 2, The Residences,25.19307327,55.27265549
Sobha Creek Vistas Reserve, Sobha Hartland,25.17937279,55.3041153
Oceana Caribbean, Oceana,25.11122894,55.13644791
La Cote, La Mer,25.24046326,55.25128174
The Residences 7, The Residences,25.19202232,55.27490234
Lamtara 1, Madinat Jumeirah Living,25.13740921,55.18895721
Bonnington Tower, JLT Cluster J,25.06742668,55.14208603
The Links West Tower, The Links,25.09003067,55.17001343
The Waves Tower A, The Waves,25.07080841,55.13436127
Apartment Building 3, Bluewaters Residences,25.07858467,55.12134171
Al Ghozlan 3, Al Ghozlan,25.09187126,55.17475128
Al Arta 1, Al Arta,25.08995056,55.17353058
Zahra Breeze Apartments 4A, Zahra Breeze Apartments,25.00544167,55.29391479
Tower A, Two Towers,25.09492302,55.1784668
Marriott Marquis Dubai, Port Saeed,25.25076675,55.32675934
Al Waleed Garden 1, Al Waleed Garden,25.21199989,55.31867218
Apartment Building 2, Bluewaters Residences,25.07927513,55.12067032
Palace Residences, Dubai Creek Harbour (The Lagoons),25.20451927,55.34751511
City Oasis 1, City Oasis,25.12377739,55.37706375
Vida Residences Dubai Marina, Dubai Marina,25.07237434,55.13628769
Royal Amwaj Residence South, The Royal Amwaj,25.12758827,55.15395355
Al Thamam 14, Al Thamam,25.00733185,55.24962234
Loreto 1 B, Loreto,25.01526833,55.25491333
Binghatti Creek, Al Jaddaf,25.21230125,55.31910324
Five Luxe JBR, Jumeirah Beach Residence,25.08209229,55.13552856
Vezul Residence, Business Bay,25.17984962,55.27721405
Building 2A, City Walk,25.20642662,55.26489639
Sadaf 6, Sadaf,25.08124161,55.13794708
Building 21A, City Walk,25.20085526,55.26466751
Waves Grande, Sobha Hartland,25.17499352,55.30886078
Rukan 3, Rukan,25.04556274,55.28788376
Jash Hamad, Shoreline Apartments,25.10735321,55.14839935
Wembley Tower, Dubai Sports City,25.04424477,55.21549988
Autumn 2, Seasons Community,25.05864906,55.20272827
Platinum Residences 1, Dubai Silicon Oasis,25.11249542,55.38534546
Al Majara 5, Al Majara,25.07385063,55.13690948
Axis Residence 2, Axis Residence,25.12667465,55.40430832
Reva Residences, Business Bay,25.18700409,55.2830162
Bahar 6, Bahar,25.07851028,55.13628387
Bellevue Tower 2, Bellevue Towers,25.18755531,55.27516556
Royal Residence, CBD (Central Business District),25.16652107,55.40986633
