,id,beds,baths,rating,reviews,capacity,title,revenue,occ,adr,lat,lng
0,abnb_50711767,0,1.0,4.6,57,2,GuestReady Holiday Homes - Knights Of The Sky,221157.17,81.63,816.08,25.19047,55.28198
0,abnb_740596337126053457,0,1.0,4.5,31,2,LUXFolio Retreats | Full Sea Marina & Palm View,220664.99,81.15,742.98,25.13102,55.15407
0,abnb_769236578255128591,0,1.0,4.8,8,2,KascoHomes STU Deluxe Apartment,218174.71,87.47,694.82,25.18445,55.28302
0,abnb_698861584196353564,0,1.0,5.0,1,2,Address Dubai Mall Residence 5 stars Studio,215126.15,71.22,1086.5,25.19896,55.27657
0,vrbo_3194701,0,1.0,,0,2,Studio in The Address Dubai Mall,213436.58,79.75,1105.89,25.199843,55.277452
0,abnb_785135080245863418,0,1.0,5.0,1,2,Address Dubai Mall Residence Largest Studio,210604.71,58.86,1196.62,25.19925,55.27666
0,abnb_960693109895241969,0,1.0,4.0,3,2,Elegant Studio Apartment in  Park View Tower JVC,207849.98,38.28,4241.84,25.0543,55.2031
0,abnb_651811687880199408,0,1.0,4.2,6,4,Address Dubai Mall Residence 5 stars studio,203725.23,68.18,1131.81,25.19997,55.27631
0,abnb_36601083,0,1.0,3.6,3,2,Address Dubai Mall Residence 5 stars studio 118182,203684.83,61.95,1106.98,25.19876,55.27694
0,abnb_882343546123129717,0,1.0,,,2,Address Dubai Mall Residence Largest studio,202836.37,51.58,1244.39,25.20058,55.27869
0,abnb_886246174918770632,0,1.0,4.8,43,2,luxury Suite JW Marriot Marina .,197991.72,69.03,814.78,25.07674,55.13977
0,abnb_53835871,0,1.0,5.0,3,2,Marina View Studio in Marina Mall Hotel,196728.21,84.44,647.13,25.0764,55.1405
0,abnb_44302977,0,1.0,5.0,3,2,Address Dubai Mall Residence 5 stars Studio 528096,196467.43,57.79,1103.75,25.19898,55.27656
0,abnb_629258219420464917,0,1.0,4.5,2,3,Seaview Studio Anantara Resort Private beach &pool,195912.81,78.46,768.29,25.1313,55.153
0,abnb_769243275763267793,0,1.0,4.4,3,2,Kasco Homes - Classic Studio,195732.84,90.2,607.87,25.18358,55.28481
0,abnb_990370457708722028,0,1.0,5.0,17,2,GuestReady Holiday Homes - Glowing spot in JVC,195075.38,91.7,882.69,25.055736854,55.205612116
0,abnb_886255504080768272,0,1.0,4.9,28,2,Address Dubai Marina · Luxe Studio,192001.1,68.48,803.35,25.07663,55.14135
0,abnb_674225936785733913,0,1.0,3.8,5,2,Address Dubai Mall Residence 5 stars Studio,190260.11,64.34,1087.2,25.19922,55.27703
0,abnb_44302890,0,1.0,5.0,2,2,Address Dubai Mall Residence 5 stars Studio 531095,190094.82,57.64,1145.15,25.19963,55.27708
0,abnb_882473978037119028,0,1.0,,,2,Address Dubai Mall Residence 5 stars Studio.,189834.04,54.21,1091.0,25.20032,55.27707
0,abnb_888253064059875163,0,1.0,4.8,19,2,Silkhaus Spacious Studio | Burj Khalifa nearby,189378.59,87.01,614.87,25.192,55.27418
0,abnb_41740263,0,1.0,5.0,5,2,Address Dubai Mall Residence 5 stars Studio 236158,187597.2,57.76,1071.98,25.1989,55.27809
0,abnb_36466332,0,1.0,4.0,16,2,Big studio at Address Dubai Mall Residence 329093,187262.96,64.36,1057.98,25.19708,55.27348
0,abnb_560522247760723430,0,2.5,5.0,1,2,1BR|Marina Spectacle|Emaar Residence Marina,186594.48,89.22,1025.24,25.07652,55.13976
0,abnb_759244762219368560,0,1.0,3.0,1,2,Kasco Homes Studio Apartment Meydan View,184578.01,88.17,619.39,25.18405,55.28304
0,abnb_771699325094403959,0,1.0,,,2,Kasco Homes - Cozy Studio Apartment,183468.77,77.17,687.15,25.18409,55.28412
0,abnb_882242924549530046,0,1.0,4.0,1,2,Big studio and Address Dubai Mall Residence,179307.29,58.27,1106.84,25.19995,55.278
0,abnb_40779092,0,1.0,4.4,5,2,Address Dubai Mall Residence 5 stars studio 129154,178796.75,64.03,1004.48,25.19917,55.27816
0,abnb_25560885,0,1.0,4.3,26,4,Address Dubai Mall Residence LARGEST studio 329201,177885.85,65.8,1170.3,25.1991,55.2767
0,abnb_44302919,0,1.0,,,2,Address Dubai Mall Residence 5 stars Studio 528125,177320.21,53.5,1158.96,25.20043,55.278
0,abnb_44137489,0,1.0,,,2,Address Dubai Mall Residence 5 stars Studio 518197,174660.98,50.53,1221.41,25.19919,55.27841
0,abnb_31456748,0,1.0,4.6,18,2,Address Dubai Mall Residence 5 stars studio 330123,174014.54,53.08,1260.97,25.20014,55.27795
0,abnb_759258829136256371,0,1.0,5.0,1,2,Kasco Homes - Deluxe Studio,173654.59,80.39,705.91,25.1838,55.2839
0,abnb_759247403523154651,0,1.0,3.8,4,2,Kasco Homes Classic Studio Apartment,172938.35,88.62,600.48,25.18482,55.27515
0,abnb_975278063437963029,0,1.0,4.6,27,2,GuestReady - Canal-side Comfort in Business Bay,172622.48,83.74,713.32,25.187344969,55.286856234
0,abnb_896958769311352710,0,1.0,4.6,29,2,Modern Studio w/ Tranquil Burj Khalifa Views!,172438.83,70.2,684.28,25.20021,55.27672
0,abnb_769248964098682161,0,1.0,5.0,4,2,Kasco Homes Studio Pool View,172189.07,90.0,617.17,25.18287,55.28337
0,abnb_54136579,0,5.0,,,2,2BR|Marina Wow View|Emaar Residence Marina,171829.12,64.89,1408.44,25.07404,55.14001
0,abnb_882367509366296719,0,1.0,,,2,Address Dubai Mall Residence Largest studio,170415.02,47.87,1167.23,25.20089,55.27778
0,abnb_52588972,0,1.0,4.8,42,4,Brand New 5* Luxury Apartment in Address Jbr,169955.9,93.59,582.04,25.07148,55.12689
0,abnb_1192582586783804551,0,1.0,,,2,Cosy studio in Palm Jumeirah,168402.23,57.06,868.05,25.113339271,55.140820254
0,abnb_53039018,0,1.0,4.9,67,4,LUX | The Cayan Superior Suite 2 in Dubai Marina,168325.1,82.24,559.22,25.0877,55.146
0,abnb_857703156724549189,0,1.0,5.0,2,2,Seaview Studio in The Palm Tower by St. Regis,167913.73,59.46,848.05,25.1138,55.1402
0,abnb_9918276,0,1.0,4.8,185,4,Spacious Sea View studio at the beach Jbr,167179.13,89.5,544.56,25.0799,55.137
0,abnb_771742770459638748,0,1.0,5.0,1,2,Kasco Homes - Studio Partial Meydan & Canal view,167013.85,78.71,684.48,25.18389,55.28465
0,abnb_803631239061390097,0,1.0,4.4,25,2,LUXFolio Retreats | Luxury Studio Apartment,166911.0,78.81,632.24,25.18478,55.2745
0,abnb_755589646531882813,0,1.0,4.8,20,2,Silkhaus Near Beach Studio | Palm View,166514.32,82.54,596.83,25.116499452,55.136699658
0,abnb_996158675520589056,0,1.0,4.8,17,2,GuestReady - Oxford's Pool View Serenity,165665.86,90.77,701.97,25.066935599,55.205711229
0,abnb_42130852,0,1.0,4.6,36,2,"Club Vista Mare, free Riva beach club access",165427.12,87.83,619.58,25.115,55.1426
0,abnb_611993696452706170,0,1.0,1.0,1,4,Address Dubai Mall Residence LARGEST studio 336131,165394.06,58.76,1027.29,25.19242,55.27917
0,abnb_753474310862352448,0,1.0,4.7,64,2,Sunset views studio next to yacht marina,164288.5,84.2,560.71,25.1159,55.135
0,abnb_862729644485138616,0,1.0,3.0,2,2,Prime Location Studio with Burj Khalifa Views,164189.33,50.96,1032.64,25.1998,55.2775
0,abnb_1044855494284485012,0,1.0,4.6,14,2,Studio in Address Dubai Mall w/ Burj Khalifa,163733.88,69.45,679.39,25.199011388,55.278230851
0,abnb_687361465331710113,0,1.0,3.6,3,3,Address Dubai mall Balcony Burj view,162914.81,82.42,598.95,25.20041,55.27667
0,abnb_744733359007889880,0,1.0,4.4,38,2,Silkhaus Sea View Studio | Holiday Vibes,162426.3,79.78,571.92,25.11379,55.13946
0,abnb_758294150170272967,0,1.0,5.0,8,2,Luxury Studio w/ Dreamy Views over Palm Jumeirah,161985.54,77.91,805.9,25.11478,55.13915
0,abnb_875728553511312008,0,1.0,5.0,1,2,Seaview Studio in The Palm Tower by St. Regis,161845.97,55.13,860.88,25.1135,55.14
0,abnb_823530446053276052,0,1.0,5.0,42,2,Scenic view studio/Dubai Marina,161412.56,62.85,717.39,25.0775,55.1403
0,abnb_1100602457340958422,0,1.0,,,2,Lush Studio in Studio One Dubai Marina,160567.78,64.84,713.63,25.0693,55.1285
0,abnb_54136584,0,2.5,4.8,5,2,1BR|City View|Emaar Residence Marina,157970.98,78.65,1046.17,25.07509,55.14117
0,abnb_882425124272658634,0,1.0,5.0,1,2,Address Dubai Mall Residence 5 stars studio,157526.55,45.98,1101.58,25.19898,55.27803
0,abnb_560522282451157423,0,2.5,5.0,1,2,1BR|Marina Delight|Emaar Residence Marina,156604.64,85.14,1051.04,25.07618,55.13994
0,abnb_730204850788792312,0,1.0,4.8,41,3,GuestReady - Earth Melodies in Dubai Marina,156329.16,70.04,868.5,25.08368,55.14201
0,vrbo_2170822,0,1.0,,0,3,ASTONISHING STUDIO WITH GARDEN -THE LOFTS WEST,155561.51,84.52,593.75,25.192853,55.278965
0,abnb_1191888692991051039,0,1.0,,,2,"833keys - Stylish Studio near Downtown, Dubai",155488.05,74.85,614.58,25.186316314,55.279109408
0,abnb_44010526,0,1.0,4.6,43,2,Unique Studio With Stunning Panoramic Marina Views,154389.83,78.5,671.26,25.0867,55.1478
0,abnb_852027606294878928,0,1.0,5.0,6,4,Beachfront large studio I center JBR beach Rimal 4,153089.6,72.53,773.18,25.0774,55.1338
0,abnb_1115176441895732301,0,1.0,5.0,6,3,Modern Studio Apt with Full Sea Views in JBR,152108.91,81.21,567.57,25.076120164,55.132673714
0,abnb_52250398,0,1.0,4.6,20,2,Dream Inn - 5 mins to Burj Khalifa and Dubai Mall,151095.17,87.65,507.03,25.19372,55.27026
0,abnb_994038578750336815,0,1.0,4.0,6,3,GuestReady - Magnificent studio in Business Bay,150162.24,76.35,816.1,25.18316,55.27489
0,abnb_846786495120769978,0,1.0,4.0,2,4,Charming Studio| Lake View| JLT,149747.19,67.55,653.92,25.06862,55.13665
0,abnb_47472014,0,1.0,4.6,87,2,The Address Dubai Mall Premium Studio with Balcony,149394.59,59.38,873.65,25.19811,55.27847
0,abnb_569933173634935355,0,1.0,4.7,54,2,EMAAR Residences Fashion Ave (fmr. Address Dubai M,149199.92,51.18,981.58,25.199506441,55.276337926
0,abnb_53929668,0,1.0,3.6,3,2,Trendy Studio With Balcony In The Heart of Dubai,148961.17,75.47,613.01,25.1925,55.2783
0,abnb_986074191938964635,0,1.0,,,5,Silk Valley -  Furnished 2BHK | Close to metro,148208.21,54.69,2117.26,25.23294399,55.294811148
0,abnb_49239228,0,1.0,4.2,37,3,Former Address Dubai Mall suite Burj Khalifa View,148002.53,79.03,604.09,25.19899,55.27662
0,abnb_861511143214212652,0,1.0,4.8,26,2,GuestReady Holiday Homes - Modern Loft in Downtown,147179.78,82.35,955.71,25.19634,55.26968
0,abnb_627140720468122471,0,1.0,3.5,2,2,Refined Studio at Sky Gardens DIFC,147047.55,77.1,727.96,25.21097,55.28358
0,abnb_998473994427011181,0,1.0,4.8,13,2,"Stunning Studio, Address Marina",146683.93,71.54,833.43,25.0745,55.1402
0,abnb_783759801628298894,0,1.0,,,2,Address Dubai Mall Residence 5 stars Studio,146430.49,51.57,1117.79,25.19906,55.27786
0,abnb_678734565052070033,0,2.5,,,2,Studio|Urban Beauty|Emaar Residence Marina,146180.73,82.99,907.95,25.07673,55.14002
0,abnb_642967556627505790,0,1.0,4.8,50,4,Spacious and Modern Studio with Balcony in Marina,146136.66,85.75,466.89,25.07969,55.14219
0,abnb_928811074404021304,0,1.0,4.8,22,2,Glamorous Studio in JBR,145684.88,89.97,477.66,25.081168823,55.137801392
0,abnb_894832475884922627,0,1.0,4.6,11,2,GuestReady - Enchanted stay in Business Bay,145504.9,81.71,692.88,25.19092,55.28351
0,abnb_1065139399048596337,0,1.0,3.8,7,2,Luxe Studio in the Downtown w/ Burj Khalifa Views,145115.57,59.27,687.75,25.200590889,55.277813645
0,abnb_858446090770121242,0,1.0,4.0,4,3,Dubai Mall Former Address Luxury Apt with Balcony,144884.17,75.0,542.64,25.19841,55.28037
0,abnb_688890746689041630,0,1.5,4.8,73,2,Silkhaus Burj Khalifa View 1 BDR | Balcony,144733.58,89.41,634.8,25.18742,55.27628
0,abnb_783074604742119383,0,1.0,4.6,26,2,Spacious Studio Apartment On The Palm,144171.61,85.66,670.57,25.11449,55.14045
0,abnb_943888213267394609,0,1.0,4.3,20,2,GuestReady - Sunshine City view in Dubai Marina,143998.98,70.29,857.14,25.08125899,55.139274911
0,abnb_720904650695627349,0,2.5,4.0,1,2,1BR|City Marina Outlook|Emaar Residence Marina,143334.18,75.26,1002.34,25.07658,55.14084
0,abnb_44137507,0,1.0,,,4,Address Dubai Mall Residence 5 stars Studio 524209,143282.75,53.73,1045.86,25.20055,55.27682
0,abnb_46166975,0,1.0,4.8,92,2,Alluring studio with Marina views.,142662.02,88.16,532.32,25.0803,55.1402
0,abnb_869320312760042247,0,1.0,4.6,25,3,Studio in JW Marriott Marina w/ Marina Views,142577.54,66.78,723.74,25.0772,55.1405
0,abnb_44137529,0,1.0,5.0,2,4,Address Dubai Mall Residence 5 stars Studio 020202,141762.14,52.74,1134.1,25.19892,55.27776
0,abnb_10047202,0,1.0,4.5,40,2,Spacious Studio With Superb Panoramic City View,141292.0,79.8,596.17,25.2067,55.2753
0,abnb_28393028,0,1.0,4.8,175,3,"The Original - Pool , fast wifi and 24hr security",140667.6,82.84,502.38,25.1906,55.2709
0,abnb_882410529186174051,0,1.0,3.0,2,2,Address Dubai Mall Residence 5 stars studio,139826.49,48.83,957.72,25.19879,55.27791
0,abnb_882302527920829003,0,1.0,,,2,Address Dubai Mall Residence 5 stars studio,139822.81,53.11,964.3,25.2008,55.27633
0,abnb_31916591,0,1.0,4.2,75,2,GuestReady - Maison Vogue Studio Business Bay,139209.43,86.14,800.05,25.19213,55.28822
0,abnb_47969752,0,1.0,4.4,14,2,Deluxe Studio With Balcony Near Dubai Mall,138713.57,83.76,611.07,25.1915,55.2734
0,abnb_609877971077938146,0,1.0,4.9,42,2,Silkhaus Fountain View Studio | Luxurious vibes,138618.08,81.01,541.48,25.19244,55.27314
0,abnb_52080866,0,1.0,4.8,40,2,Silkhaus Burj Khalifa View | in Heart of DIFC,138081.82,71.38,608.29,25.21026,55.28121
0,abnb_744737220695620087,0,1.0,4.8,36,2,Silkhaus Sea View Studio | Holiday Vibes,137486.8,75.18,657.83,25.11701,55.1366
0,abnb_1092498131090058267,0,2.0,,,2,Regal Studio @The Address Residences Dubai Marina,137222.35,51.97,868.5,25.0766,55.1402
0,abnb_47512595,0,1.0,4.8,152,3,Astonishing studio with Garden -THE Lofts East,136917.49,92.28,440.25,25.19779,55.26892
0,abnb_872853172690446672,0,1.0,4.5,4,2,Seaview Studio in The Palm Tower by St. Regis,136399.6,46.26,816.76,25.1136,55.14
0,abnb_51234833,0,1.0,4.7,117,4,PVE211-Sea View Studio- Large Terrace-Pool and Gym,136076.38,85.97,569.36,25.1124,55.139
0,abnb_47913137,0,1.0,4.4,20,3,"Calmness - KingBed, 24hr Security & Supermarket",134610.86,82.87,506.06,25.1914,55.26923
0,abnb_42443987,0,1.0,4.6,69,3,GuestReady - Lux Studio with a View,134173.78,75.24,865.64,25.07786,55.15211
0,abnb_932910843700879395,0,1.0,5.0,3,4,DELUX Corner Studio near Burj,134151.74,64.01,667.42,25.1861,55.2834
0,abnb_16254033,0,1.0,4.9,279,4,Boutique Condo by Metro! Walk to the Beach!,133802.81,97.49,574.26,25.0703,55.141
0,abnb_52871349,0,1.0,5.0,113,3,Enjoy Stunning Sunset Views from Downtown Studio,133755.06,93.65,453.41,25.192,55.2688
0,abnb_785235361843674372,0,1.0,4.3,29,2,Burj Al Arab View Studio,133663.23,68.6,566.37,25.1165,55.1365
0,abnb_740977289898308774,0,1.0,4.6,20,2,LUXFolio Retreats | Sea & Palm View | Royal Amwaj,133134.32,76.04,806.87,25.12975,55.15429
0,abnb_912643906226096319,0,1.0,,,2,Address Dubai Mall Residence 5 stars studio,133064.54,57.47,887.1,25.20066,55.27816
0,abnb_884455896726916491,0,1.0,,,2,Address Dubai Mall Residence 5 stars Studio.,132014.07,43.28,1000.11,25.20058,55.27836
0,abnb_47019174,0,1.0,4.6,117,3,Magnificent studio with Panoramic views of Canal!,131984.68,82.37,543.15,25.18533,55.27575
0,abnb_917820295593923149,0,1.0,,,4,Elegant Studio Apartment for Rent in JLT,131815.73,76.86,672.53,25.071407863,55.145258584
0,abnb_699720357983010464,0,1.0,4.6,38,2,GuestReady - Elegant Apartment near Dubai mall,131621.06,93.3,788.15,25.18096,55.2678
0,abnb_24257769,0,1.0,4.8,157,2,Adorable Studio walking to Downtown-Water view,131606.37,95.59,379.27,25.18736,55.28463
0,abnb_627170651474123961,0,1.0,4.7,7,2,Charming Studio at Sky Gardens DIFC,131397.01,75.53,734.06,25.212,55.2828
0,abnb_658423758481869938,0,1.0,4.8,14,4,Seaview Studio Anantara Resort Private beach &pool,131338.24,49.11,795.99,25.1313,55.153
0,abnb_52378574,0,1.0,5.0,98,2,"Luxury apartment on the metro, facing Dubai Marina",131334.57,86.59,549.52,25.07,55.1404
0,abnb_704932855126553775,0,1.0,5.0,88,2,Modern Studio Apt | Near Dubai Mall & Burj Khalifa,131250.09,90.91,468.75,25.1898,55.2827
0,abnb_952035826836210555,0,1.0,4.6,17,2,Balcony Bliss- Heart of DT Dubai,131033.38,82.06,530.5,25.1919,55.2728
0,abnb_736625499549070876,0,1.0,4.6,5,4,Spacious Studio in LIV Residence/The Walk/JBR,130629.36,80.2,546.57,25.0811,55.1408
0,abnb_1048926936062341809,0,1.0,4.9,19,2,"Amazing Studio, Address Marina.",130610.99,89.84,777.45,25.0764,55.1402
0,abnb_868798616423092920,0,1.5,4.6,16,4,OFFER! 50% OFF!  Great studio in the Marina!,130206.96,88.98,413.36,25.08556,55.14357
0,abnb_846771374072094816,0,1.0,4.6,17,2,Lush Studio at DAMAC Privé Business Bay,129564.19,79.59,664.43,25.1849235,55.2769027
0,abnb_604653651736269784,0,1.0,4.4,39,3,Cozy and Modern Studio Apt with Full Sea Views,129457.68,70.41,625.4,25.07553,55.13246
0,abnb_594061012223033415,0,1.0,4.6,16,2,AWS Homes - Studio in Marina 5-min Walk to the Sea,129127.11,74.79,472.99,25.07832,55.13813
0,abnb_1018691225797327473,0,1.0,4.9,16,2,GuestReady - Mesmerizing views of the Burj Khalifa,129083.03,83.13,935.38,25.187118533,55.285187681
0,abnb_882491957846459223,0,1.0,,,4,Address Dubai Mall Residence 5 stars Studio,128756.14,36.63,1287.56,25.20039,55.27847
0,abnb_735283464636329909,0,1.0,4.7,37,2,Silkhaus Burj Khalifa View Studio | Balcony,128219.88,71.62,806.41,25.186360413,55.2831059
0,abnb_777985850734410136,0,1.0,4.4,14,4,OFFER! 50% OFF! Very cool pad and near the metro!,128120.71,91.2,411.96,25.1004,55.175
0,abnb_51234775,0,1.0,4.8,113,4,PVE 220-Sea View Studio-Large Terrace-Pool and Gym,127834.22,87.2,586.4,25.1171,55.1364
0,abnb_50056660,0,1.0,5.0,44,2,Brand New | Cozy Studio | MAG 318,127687.3,86.85,690.2,25.19005,55.28437
0,abnb_1011488735317346010,0,1.0,4.4,6,2,GuestReady - Top floor view in JVC,127463.25,77.45,700.35,25.04571418,55.204909376
0,abnb_1041135889168856650,0,1.0,5.0,6,3,Guestready - Artsy Studio with pool view,127158.39,85.71,784.93,25.0683,55.20746
0,abnb_48635879,0,1.0,4.8,70,2,Relaxing Studio at The Address Residence Marina,127015.15,71.96,651.36,25.07698,55.14129
0,abnb_24016879,0,1.0,4.8,154,2,Lovely Bright Studio | Steps to JBR! (Upgraded),126849.86,88.07,409.19,25.0793,55.1422
0,abnb_999848241002014943,0,1.0,5.0,76,5,Luxurious Studio in Business Bay w/ stunning Views,126824.15,93.75,563.66,25.184223724,55.27439319
0,abnb_854174952485877494,0,1.0,4.7,16,2,Dubai Marina's Studio Apartment close to JBR Beach,126805.79,89.96,566.1,25.07558,55.13221
0,abnb_822847406613904449,0,1.0,4.4,25,2,Downtown View Studio,126383.4,59.23,587.83,25.1171,55.1364
0,abnb_609414273293751528,0,1.0,2.0,1,4,Large Studio With Burj Khalifa view 137201,125979.37,58.21,1076.75,25.19933,55.27749
0,abnb_627960682489892971,0,1.0,5.0,107,2,"Modern, 10 Min Walk, Burj Khalifa View!",125380.67,77.36,464.37,25.1893,55.28332
0,abnb_712075900439618778,0,1.0,4.8,15,2,Silkhaus Large Studio with Bedroom|Great Location,125112.55,74.75,548.74,25.187435602,55.282202276
0,abnb_917804453789500974,0,1.0,4.8,20,4,Lovely Studio | Arch Tower | JLT,125075.82,84.78,440.41,25.071137045,55.144607749
0,abnb_701198823874759852,0,1.0,4.6,46,2,23%OFF I Downtown Dubai Studio w/Burj Khalifa view,125061.13,93.51,510.45,25.18715,55.27922
0,abnb_45536061,0,1.0,4.8,49,3,"A state of living - Wifi, Netflix, 24hr Security",124954.61,81.2,438.44,25.1912,55.2707
0,abnb_686689255899576134,0,1.0,4.6,48,2,GuestReady - Charming Loft 7mins from Burj Khalifa,124925.23,84.19,634.14,25.18966,55.28415
0,abnb_560522270768842775,0,1.0,,,2,Studio|Marina Beauty|Emaar Residence Marina,124895.84,81.22,849.63,25.07801,55.14016
0,abnb_658387075738327596,0,1.0,4.6,46,2,Stylish Studio Apt w/ Marina Views in Bay Central!,124660.77,87.71,472.2,25.0787,55.1379
0,abnb_36577864,0,1.0,4.6,187,3,"Walk 2 Burj Khalifa or Netflix , 24 hr supermarket",124447.74,80.55,469.61,25.1912,55.2699
0,abnb_908423127310683665,0,1.0,4.9,10,2,Studio with Marina View + Huge Balcony in Marina,123643.36,59.29,569.79,25.0693,55.1285
0,abnb_675744,0,1.0,4.8,127,2,"5 Star Address Dubai Mall appt, Burj Khalifa views",123639.68,56.09,958.45,25.199,55.2763
0,abnb_760752624788876103,0,1.0,4.6,21,2,GuestReady - Overlooking Dubai Miracle Garden,123621.32,77.52,731.49,25.0593,55.23836
0,abnb_884441300478130670,0,1.0,,,2,Address Dubai Mall Residence 5 stars studio,123507.46,51.47,882.2,25.19853,55.27722
0,abnb_844677893428933957,0,1.0,4.0,3,4,Sejourne | Dubai Arch: Contemporary City Living,123342.17,78.52,581.8,25.07261,55.14329
0,abnb_53537177,0,1.0,5.0,1,2,Luxurious studio near Burj Khalifa / Dubai Mall,123309.12,75.51,555.45,25.19137,55.28363
0,abnb_796696964810907466,0,1.0,4.3,13,2,"Studio in Palm Tower, Palm Jumeirah Beach View",123011.61,54.69,878.65,25.11289,55.13893
0,abnb_52644004,0,1.0,5.0,17,2,Silkhaus Luxurious Studio | in Heart of DIFC,122974.88,67.08,754.45,25.21089,55.27805
0,abnb_9819206,0,1.0,4.7,147,4,Perfect studio near the beach Jbr,122875.71,96.46,409.59,25.0801,55.1369
0,abnb_843918284835987604,0,1.0,4.6,36,2,Sunrise waterfront studio - Palm,122703.08,58.24,598.55,25.1171,55.1364
0,abnb_836825921446879465,0,1.0,5.0,1,2,Studio in Business Bay with Burj Khalifa view,122431.28,75.97,624.65,25.1798,55.2684
0,abnb_670760042633827936,0,1.0,4.4,31,2,"Spacious Studio in Damac Paramount, Business Bay",122288.03,76.51,568.78,25.1934,55.2654
0,abnb_43904449,0,1.0,4.6,31,2,Prim Studio at The Cosmopolitan Business Bay,122071.32,92.13,521.67,25.18743,55.26868
0,abnb_853995588835672691,0,1.0,3.5,8,2,Modern Studio at Sparkle Tower 2 Dubai Marina,121825.23,75.89,716.62,25.0715,55.1321
0,abnb_909277146167083295,0,1.0,4.7,7,2,Livbnb Suite - Studio Retreat in Heart of Dubai,121726.06,84.95,479.24,25.0716,55.1321
0,abnb_622278742901967327,0,1.0,3.8,5,2,Sunny Studio at Sky Gardens DIFC,121252.25,88.94,628.25,25.2121,55.2828
0,abnb_658492348557596705,0,1.0,5.0,13,2,Silkhaus Business Ideal 1 BDR | Work Space,120984.12,64.73,834.37,25.19542,55.27119
0,abnb_691853216042207578,0,1.0,4.9,70,2,Modern Studio | Near Dubai Mall & Burj Khalifa,120958.41,88.63,456.45,25.19,55.2828
0,abnb_10047200,0,1.0,4.8,52,2,Fabulous City Views From This Spacious Studio,120877.61,67.86,636.2,25.2067,55.2753
0,abnb_46481779,0,1.0,4.7,70,3,Enthralling studio with panoramic views of Canal!,120543.37,69.39,506.48,25.18407,55.27624
0,abnb_783796232936486584,0,1.0,4.1,13,2,GuestReady - Luxury retreat at Damac Prive,120021.8,68.18,889.05,25.18496,55.27585
0,abnb_1018662610799958422,0,1.0,4.8,23,2,GuestReady - Lux Canal and Burj Khalifa views,119761.02,84.11,943.0,25.185747492,55.286729674
0,abnb_638800187345268612,0,1.0,4.4,12,2,Stylish and Spacious Studio Apt in Dubai Marina!,119573.7,74.6,508.82,25.07556,55.13935
0,abnb_862730963340757106,0,1.0,5.0,2,2,Stunning Studio Overlooking Burj Khalifa,119441.47,44.01,955.53,25.1998,55.2775
0,abnb_909246867181026503,0,1.0,4.4,6,2,Heavenly Studio at The Palm Tower Palm Jumeirah,119030.1,46.4,1026.12,25.1139,55.1399
0,abnb_811401061214339905,0,1.0,5.0,2,2,Bright & Homey Studio Apartment in JLT,118673.82,75.27,573.3,25.07728,55.15705
0,abnb_598262989737326174,0,1.0,4.8,31,2,Silkhaus Near Burj Khalifa | Luxurious vibes,118618.73,72.69,602.13,25.19144,55.27206
0,abnb_52070701,0,1.0,4.5,50,2,Brand new Studio in Mag 318-Business Bay,118357.95,86.71,453.48,25.1914,55.28208
0,abnb_48928902,0,1.0,4.5,6,2,Modern furnished studio with balcony in JLT - BRK,118324.89,83.67,471.41,25.06451,55.13497
0,abnb_46079748,0,1.0,4.6,26,2,Dream Inn - Near Burj Khalifa & Mall | 10 min away,118214.7,81.48,488.49,25.19023,55.28239
0,abnb_856298680058869821,0,1.0,4.6,39,2,Amazing view- huge balcony- Nr JBR walk and beach,117994.32,79.89,424.44,25.08486,55.14205
0,abnb_640217679620732934,0,1.0,3.9,10,2,Stunning Studio at Marina Views A Dubai Marina,117663.75,92.64,549.83,25.0791,55.1424
0,abnb_50923846,0,1.0,4.4,51,2,GuestReady - Living in Taupe,117608.66,73.21,956.17,25.1837,55.27527
0,abnb_785198877447897682,0,1.0,,,2,Address Dubai Mall Residences 5 Stars,117483.78,43.95,1077.83,25.2,55.27659
0,abnb_540474869289368651,0,1.0,4.7,16,2,Spacious Studio With Direct Burj Khalifa View,117358.9,55.42,882.4,25.1929,55.279
0,abnb_922355931067682163,0,1.0,5.0,4,2,GuestReady - Elegant vacation in Dubai Mall,117032.0,85.38,646.59,25.194137084,55.277429311
0,abnb_810679351432307266,0,1.0,4.4,6,2,"Lovely Marina Studio, Perfect for Romantic Getaway",116881.41,73.54,618.42,25.0693,55.1286
0,abnb_1051945180134067169,0,1.0,5.0,25,2,Splendid studio with Burj Khalifa +Canal view!,116561.86,86.34,737.73,25.1859,55.2862
0,abnb_650540013068823888,0,1.0,5.0,24,2,Stunning Home Overlooking the Burj Khalifa,116319.45,83.03,516.98,25.1859,55.27567
0,abnb_912901588156620983,0,1.0,5.0,3,2,Address Dubai Mall Residence 5 stars Studio.,115900.73,37.05,1125.25,25.19885,55.27698
0,abnb_846890856246108110,0,1.0,4.8,19,2,CD - New studio on mid-high floor,115643.62,95.36,331.36,25.22628,55.27674
0,abnb_1005545151498493681,0,1.0,5.0,3,2,Chic 13th-Floor Studio Retreat,115430.59,64.29,4275.21,25.1867,55.2865
0,abnb_42189985,0,1.0,3.9,11,2,"Spacious Studio With Excellent Facilities , JLT!",115397.53,92.24,510.61,25.06478,55.13685
